rating,review
9,"""Many people think of Clint Eastwood as a legend. Myself included. At anage when most Hollywood personalities are turning senile, Eastwood isstill churning out auteur stuff. At its heart, Sully is a modestcelebration of an All American hero, much like Eastwood's previous filmAmerican Sniper. Modest and celebration go hand-in-hand, like anoxymoron, because in reality, the message in this film is much largerthan it appears on screen.Consider the fact that Captain Sullenberger (again, Hanks at hisbrilliant yet modest best) had decades of experience as a pilot beforethe incident. Not a blemish in his career having flown over a millionpassengers safely in 42 years as a commercial pilot. That's anextraordinary feat for anyone in the aviation industry. But all thatwas almost instantly tarnished when bigwigs from the NTSB took over theinvestigation. They wanted to blame someone. Somehow his years ofdevotion to the job didn't matter. In their books Sullenberger didn'tfollow procedure. Herein lies the crux of the film based on the realincident that occurred on 15 Jan 2009 - instinct versus experienceversus procedure. Could Sullenberger have saved the lives of all 155souls on board that day had he followed procedure? The answer to thatquestion is almost terrifying, not only in the film, but also to anyoneconfined to the nitty-gritties of hardcore airport and flight ops. Andthat's probably why the incident has been dubbed the 'Miracle on theHudson'.There's a lot of liberty compressing months of investigation into ashort 95 minutes of screen time. But that also means there's not asingle minute wasted in telling this remarkable story. Apart from acouple of stock scenes showing panic stricken passengers, Sully is asremarkable as the story it depicts. This is not only Eastwood at hisno-nonsense best, it's a steadfast salute to professionalism, both onscreen and in reality. It's a director's film through and through so Iwon't be surprised if Sully gets a nod for a Best Picture nomination atthe Oscars. And then some."""
8,"""The trailer does a good job at adding suspense to the film, and whileit is exciting at times, the film overall has a feel of an educationalvideo. Because it centers around a specific event, the filmconcentrates on showing us the before, during, and after scenes of thatpivotal decision. Sully is a good watch, however, you might come outnot thinking you watched a movie. Hanks and Eckhart do great together. Both totally embody theircharacters, so much so, that I did not even recognize them. Morespecifically Eckhart, because Hanks is recognizable anywhere. Theemotions, especially that of intense thought from Hanks, is well done.Not only does Hanks portray his character's emotions well, but thefilm- making overall, does an incredible job at magnifying thoseemotions. Eastwood has done well in directing this film. In most cases,frequently jumping between the past, the event, and the present, can beconfusing. However, it worked well for this movie. By not giving us allthe details of one timeline at once, it adds more suspense to themovie. Also, the crafting of certain words and scenes makes theaudience think in different directions. So, while the story is based ona true story, and seems to be quite accurate, it is rather thrillingthe way in which it insinuates different outcomes. Overall, a well made film that was educational as well as a littlethrilling. On the down side, I watched this in AVX (my first time), andwas quite disappointed. It was not worth the extra money."""
8,"""Considering this is based on Sully's book, with the very capable ClintEastwood Directing, I expected this movie the to make an impact.Mission Accomplished, and then some.The film is designed like an onion. It opens with a nightmare by Sullycrashing his plane, then it winds back into the aftermath of the crash,then it winds back to the crash, and then winds up to the aftermath,then back to the crash, and then finally to the hearing after thecrash. It does so flawlessly like peeling back that onion and exposingmore and more about the story.Sully's relationship with his co-pilot is the most exposed part ofthis. Sully's relationship with his wife and family, is told smartlythough it is more just between him and his wife. It mentions thedaughters but that is all. The most difficult thing it does well is the recreation of the crash.Sully puts in just enough about the passengers to make it feel real butnot more than is needed. It dramatizes the relations between Sully andthe NTSB investigation a bit more for dramatic effect, but is just theright touch. The hero's on the river who got to the plane quickly sothat everyone is saved is done just right.Tom Hanks is very effective, which is almost always true, as Sully. Thefilm does actually get over the feeling of how Sully was treated as ahero by everyone after the crash, not an easy thing to do, brings thehero feeling into reality.This film makes a point about computer information which is veryrelevant here. Any computer information is only a good as what isprogrammed into it. When a computer is used to simulate anything, itmust have real data put into it to get real data out. That piece ofdrama dominates the closing of this one.Is it worth seeing? This movie makes my day, punks, but I leave it upto you to decide if I have fired enough data into this to make yourday, too."""
10,"""This film tells the story of how Captain Sully and his first officerlanded a plane on the Hudson River in a cold winter day a few yearsago, and the subsequent the aftermath of that attempts to fault hisheroic effort.""Sully"" wastes no time at all, and cuts right to the chase from thefirst second of the film. The slightly non-chronological order does notaffect the story, as most people would have already heard what happenedon the news. I find the story very engaging, and I really feel forCaptain Sully. He acts honourably and makes critical decisionsdecisively, saving all people on board the aircraft. Yet, thesubsequent investigation is so unfair, without any consideration of hispast accomplishments and without respect. The undue pressure from theunnecessary fault finding exercise simply puts professionals off theirwork. I can relate to his predicament, that he has to fight for justiceand his honour just because something goes wrong beyond his control. Ifprofessionals are discouraged from working and serving the society, oursocieties will simply not function.""Sully"" brought tears to my eyes. Clint Eastwood makes yet another filmthat moves me to tears."""
8,"""A gripping movie based on real life events and is definitely worth awatch - go ahead and watch this movie without any hesitation. This wasthe 1st time that a FULL movie was shot using the Brand New Arri AlexaIMAX 65mm cameras, which only a few directors can or are licensed touse by IMAX! This resulted in Crystal clear images, projected by DualProjectors on the Giant 42 feet high, 65 feet wide screen of IMAX,along with the powerful 12000 Watts IMAX proprietary sound system thatwill make your hairs stand!Hats off to Hanks and Eastwood for mesmerizing story telling of realitybased incident with very ease. Use of flashbacks was brilliant conceptfor an engaging audience till the climax. Great performance fromEckhart and Linney, too. Simulation thing added some entertainment inthe second half. Hanks trusts his inner soul rather than the machine.Eastwood's last directorial effort American Sniper carried too manyscripts - stringed with too many sentiments, but with Sully he hasredeemed himself."""
NA,"""Sully tells the story of Capt. Chesley Sullenberger who have to doemergency landing on the hudson river saving many lives on the planeand the consequences faced by him later.The movie is totally based onhumanity.It is solid and economical.The tension ebs and flows as thestory shifts in moment of time.The illusions of his childhood when helearnt flying a plane are shown in a really interesting way whichincreases intimacy.Eastwood film making is very detailed with no fuss!!Finally it is a great movie to watch.But guys,don't you think that attimes we miss great movies like this because we have a tendency towatch only our favorite actor or director movies.Well,www.flickstree.com is a movie app which keeps you updated aboutgreat movies and in our busy days,flickstree doesnot let you to misseven your favorite actor or director movie.Log in to find outinteresting features.Highly recommended!"""
7,"""Director Clint Eastwood the legend is still going strong and makingfilm and again he does it with this one as this biography type pictureof plane landing captain ""Sully"" Sullenberger lands with courage anddrama proving that anyone can be a hero and make a decision. TomHanks(who's still one fine actor)stars as Chesley Sullenberger anairline captain who becomes a national hero who quarterbacked thelanding of a going down plane on the water of the Hudson river whichsaved all 155 crew members. Clearly this was with great skill anddetermination that this happened and the film shows these scenes withgreat drama and skill. However the other half of the picture is aboutthe media attention and questions of what and what not about Sullystill despite the drama and doubt this is one hero named Sully thatafter the landing stood up and became a national hero, and this filmclearly and quickly displays that message."""
8,"""I was just realise that Sully is Eastwood's film, and that's no doubt,Eastwood has done an extraordinary job. Watching it I was thinking whatif that situation occurs on me while I'm flying? I can't imagine that Iwould be so panic. But I can see, Capt. Sully is an extraordinarycaptain, who is very determined and responsible for the lives ofpassengers. To be the last man standing, reassure that no one leftbehind. Tom Hanks portrait Sully so brilliantly, and so did Eckhart.The way when they're on NTSB hearing was so calm and when Sully toldthe audience about human being factor is so touching. I never knew thatthere's such a heroic action on 2009, until this film is released. Thisis a must see film."""
7,"""Since around the year 2000, I've adopted a rule to see any film ClintEastwood has been involved with, and largely that is a rule that hasproved fruitful. Sully, the 2016 film directed by Eastwood, was anothershining example of the mastery of Eastwood behind the lens. StarringTom Hanks in the titular role, along with Aaron Eckhart as the co-pilot no one knows, Sully tells the story of the miraculous landing ofa US Airways flight on the Hudson River in 2009. Audiences everywhereremember that fateful day, and can recall being captivated by thenewsreel footage that overtook American TV screens; what we didn'tknow, however, was the tumult Captain Sullenberger endured with theNational Transportation Safety Board. Exposing this untold aspect ofthe story, and delving deeper into the psyche of the veteran pilotafter his difficult landing, makes Sully a film not to be missed.Thursday, January 15th, 2009, is a day that started off like any otherworkday for Captain Chesley Sullenberger (Sully) (Tom Hanks) the42-year veteran pilot. After settling into the cockpit for anotherflight, Sully performs all of his pre-flight checklist with firstofficer, Jeff Skiles (Aaron Eckhart). When all systems are go, Sullyand the crew take off with 155 total people on board the plane. Momentsafter takeoff, a flight of Canadian geese fly straight towards theplane disabling both engines. As everything begins to fail, Sully makesthe decision to reroute back to LaGuardia where the plane departedfrom. When the plane loses thrust and altitude at an alarming rate,Sully decides they will not be able to make it back to the airport, andis now faced with how to execute an emergency landing and save as manypeople on board as he possibly can. The only option that seemsavailable to Sully is to attempt a landing on the Hudson River. Anunprecedented water landing is, by no means, an easy undertaking,especially on a frigid 20-degree day. Sully did the unthinkable, notonly successfully landing the aircraft, but doing so with no loss oflife. Remaining on board until the last possible moment, making sureall passengers were off the plane, then taking the flight manifest withhim to be able to account for all the passengers, Sully acted as a truecaptain to every soul who happened to board U.S. Airways flight 1549.That's the part of the story the audience knows, what we didn't knowwas the tumult Sullenberger went through with the NationalTransportation Safety Board, who was dealing with the insurance falloutfollowing such an emergency landing. The ensuing investigationthreatened to ruin Sullenberger's career and his burgeoning aviationsafety consulting business. The investigation threatened Sully'slifework, and pension, all while being touted as a national hero.Sullenberger fought for his livelihood while dealing with thedebilitating fallout of the traumatic experience he endured. It is easyto think about the passengers onboard the flight and the harrowingexperience they went through, but it is easy to forget that CaptainSullenberger went through the same traumatic experience, with the addedstress of being responsible for every life on board, as well. Anamazing insight to the man who captivated a nation, Sully is sure togain some Oscar buzz, and one not to be missed. Clint Eastwood attempts the incredibly difficult task of taking a storythat everyone knows and telling it in a captivating way. Eastwooddefinitely achieves this feat, as the audience is on the edge of theirseat, even though they already know the outcome of the story. Eastwood,choosing to inject the following NTSB investigation into CaptainSullenberger's actions was a stroke of brilliance, allowing theaudience to become engrossed and possibly enraged with another aspectof his heroic story, that we may not otherwise have known. I am no fanof Tom Hanks, I actually prefer to only watch him in a movie if I canforget that he is the actor I am watching on screen; that being said,Tom Hanks was perfect for the role of Captain Sullenberger. He embodiesthe extremely focused, almost militant Sullenberger in a fantastic way.Aaron Eckhart was also a brilliant selection for the strong supportingrole of the first officer who was a necessity to Sullenberger'sunprecedented landing. Sound acting choices and the brilliance of ClintEastwood behind the camera create a wonderful story of one man's heroicfeat that gave New York some much needed plane-related good news."""
8,"""This film is unlike any other, that Clint Eastwood, the 86 years oldlegendary director and actor created so far, due to it's style and it'slength. The full length of Sully (including the rolling cast) is only96 minutes, making this feature the shortest film Eastwood everdirected. This is mainly because that the movie was shot entirely withIMAX 65 cameras, which makes a lot of extra work in post-production,such as in color grading and removing the background noise. Althoughit's relatively short screen time, the movie is still slow pacedcompared to other airplane dramas, for example Robert Zemeckis' Flight(2012). The acting is superb. Tom Hanks is excellent as usually, bringingnearly the same level as in Paul Greengrass' Captain Phillips or in RonHoward's Apollo 13. I only seen Aaron Eckhart one time acting betterthan his role in Sully, and that's his awesome performance as HarveyDent's complex character in Christopher Nolan's The Dark Knight. The direction is amazing, as we except from an Eastwood movie. In thisfilm, he focused more on the visuals than in the actors and emotions,which he usually do. Although I prefer his more human-oriented dramas,it was interesting to see him directing a feature like this. This movie is a must see for those, who like Clint Eastwood, and forthose, who love slow-paced dramas. Overall, I think this film is not asgood as Flight (I think Flight is the only movie I can compare withSully from the 2010s), but Sully is definitely a must see. 8/10"""
8,"""As a pilot for 40 years I really enjoyed Sully as I'm sure most pilotsdid also. Since the actual flight was so short it would have been niceto have seen an uninterrupted view of the flight from take-off to thewater landing from the cockpit perspective. Instead we got a lot ofshort edits jumping back and forth from the cockpit, to the cabin andthen outside.That's a small complaint though. A larger one is how poorly the NTSBwas treated as arrogant and oblivious to the human factors involved inan unprecedented emergency involving dual engine failure at 2,800 feet.I understand every drama needs an antagonist and maybe only the NTSBcould have played that role in Sully. Just understand that's showbusiness. Pilots might have the occasional complaint with the FAA, say,during a ramp inspection, but the NTSB is pretty much universallyrespected as one of the most capable and thorough agencies within thefederal government. The incredible safety record of American air travelis largely attributable to the NTSB and the FAA.Google ""ntsb final report USAir 1549"" to read the final NTSB report onthe flight. Judge for yourself. This wasn't written by a bunch ofarrogant bureaucrats.One other thought. If you liked the pilot heroics in Sully, watch ""TheHigh and the Mighty"" filmed in 1954. Great music, visuals and JohnWayne showing how iron-jawed pilots handle emergencies."""
8,"""Sully explores the events of an A320's emergency landing 'not a crash'on the Hudson River. This is shown in a variety of perspectivesthroughout the movie including passengers, citizens on land, boats,aircraft control centres and of course, Sully's. The movie examines theevents after the incident involving when all the passengers make it toshore, and days after the event. Sully also has nightmares and visionsof him crashing into the city which may be distressing for someviewers. Sully is forced to deal with the aircraft investigation teamwho state that Sully could have landed at an airport instead of theriver. The movie also explores some of Chesley's 'Sully' background andprevious events including his life in the air-force and a jet incidentwhere he was forced to land. Sully was a well made movie and gave arealistic take on the events that occurred on January the 15 2009 andexplained the story very well to foreign viewers who were unfamiliarwith the events."""
NA,"""""Sully"" is a very fine if not quite great film ""for grownups"" aboutCapt. Chesley ""Sully"" Sullenberger (Tom Hanks), who, on Jan. 15, 2009,attempted an emergency landing on New York's Hudson River after the USAirways Flight 1549 he was commanding struck a flock of geese.Miraculously _ too miraculously, some FAA investigators believe _ allof the 155 passengers and crew survive the harrowing ordeal, andSullenberger becomes a national hero in the eyes of the public and themedia.However, despite the accolades, and away from the adoring public, thepilot faces a wrenching investigation that threatens to destroy hiscareer and reputation.Director Clint Eastwood demands, and gets, natural, realisticperformances from his actors, top to bottom, in a film shot in analmost-throwback semi-documentary fashion.In his typical understated, signature master-storytelling style,Eastwood successfully explores a sobering backstory about the rigorsand costs of sudden-found fame, with a subtle indictment of the mediaand its rush-to-judgment approach that too often becomes a catalyst ofthe story it's covering.One of Hanks' best, and Aaron Eckhart, in a welcome relief frommenacing villains he plays so well, is excellent as his supportiveco-pilot. Laura Linney is her usual superb self as Sully's wife, whotries to manage the ups and downs of the family crisis on the homefront while her husband is away.Enlightening and entertaining, with no dead spots. Well worth yourtime."""
9,"""Tom Hanks has some kind of magic that we see in all his movies. Thedefinition of the word HERO can be extracted after seeing this movie.This is now one of his masterpiece.Tom Hank has played his role almost without emotion but because of hisinterpersonal skills (the real Sully) this works out almost perfectly.Movies of this kind that are based on real life events have a grip onour mind which makes us watch the movie till the last minute andcreates an impression on everyone who sees it.But the censor board giving an A rating which is a little strangething. Otherwise a great thriller to watch with the whole family andnever getting board. Tom Hanks does it again or i should say, CaptainPhilips does it again! Rocking!I have now started finding better movies through www.flickstree.com .It not only suggests great movies to watch, it also tells where you canwatch the movie online.. Highly recommended."""
8,"""Sully is an emotional film with amazing performances. Tom Hanks asalways was brilliant, this man could not fail to embody a role. Ithought that it was very interesting that instead of reciting theevents of the water landing we also got to see the aftermaths andoutcomes of the event. This is one of Clint Eastwood's shortest filmsand I think this sort of length is much better as the long run timessometimes really makes the film drag for quite a bit, so that is onegood thing that came out of the film.One of my favourite parts of the movie was that we were not given oneside to root for throughout the film, we got both sides of the argumentand at times either sides to the argument seemed very plausible andmade a lot of sense. This really got audiences thinking, 'was itcaptain Sully making everyone at risk by performing a water landing?Could he really have made it back to the airport under the conditions?'It was very interesting to get to see and analyze for yourself insteadof the film shoving it in your face.This film really captures the best qualities of people, how when facinga common threat people would band together and collaborate and supporteach other. All 155 passengers and crew were saved and have survivedthe landing, not only due to captain Sully's landing and experiencesbut is really this joint effort of policeman, fireman and all thepeople who came together in the light of need. This could be a verypowerful message and imagery that is very empowering and a veryimportant part of the real life event that the film capturesimpeccably."""
8,"""Clint Eastwood and Tom Hanks come together in this powerful true storyabout the ""Miracle on the Hudson"" and it truly is a miraculous movie.From Eastwood's deft camera-work to the subtle acting and music and thelimited use of special effects all in an amazing tale of heroicendeavor in midair.Tom Hanks is perfectly in the titular role of Captain Chesley ""Sully""Sullenberger. Hanks aptly portrays the wisdom of Sullenberger's 40+years of piloting experience with ever breaking his calm demeanor.Maintaining his position on the course of action he undertook on thefateful day of January 15, 2009, Sully ultimately proved his actionswere justified in saving 155 passengers. This is a tour de forceperformance by the legendary Oscar winner and his chemistry with fellowactor Aaron Eckhart (as First Officer Jeff Skilles) is spot-on.The narrative is straightforward in telling of Captain Sully's heroicmaneuver after a bird strike destroyed his plane's engines. Theinvestigation of the crash portion of the film is really condensed (dueto time constraint obviously) in order to keep the film's run-timeshort. What is kept in the film is still golden material and does notdumb down the amazing feat that Captain Sully achieved. Truly one of Clint Eastwood's best films to date."""
9,"""Clint Eastwood likes to depict real-life Americans under pressure whosave the day. Notorious FBI Director J. Edgar Hoover saved the day inEastwood's biopic ""J. Edgar"" (2011) starring Leonardo DiCaprio, andEastwood portrayed an individual toiling under significant pressure todefend the United States against the scourge of Communism. Similarly,in 2014's ""American Sniper,"" Eastwood presented heroic Navy S.E.A.L.Chris Kyle (Bradley Cooper) as he put everything on the line to keep asmany of his fellow soldiers alive with his superb marksmanship skills.In Eastwood's 35th film as a director, the two-time Oscar-winninghelmer pays tribute to Sullenberger as a professional who felt that hewas only doing his job. As the eponymous hero, Tom Hanks makes asympathetic but effective protagonist, much as he did in the earlier2013 seafaring hostage thriller ""Captain Phillips."" Mind you, thenotion of suspense is a foregone conclusion. Everybody knows Sully wasa genuine hero who executed one of the most incredible forced waterlandings of a commercial passenger aircraft in history when he glidedUS Airways Flight 1549 into the chilly waters of New York City's HudsonRiver in 2009 without a single fatality. Not only did Sully perform anact of unparalleled bravery, but also the first responders displayedcomparable gallantry in rescuing Sully, his crew, and his passengers.Nevertheless, beneath the surface of his icy demeanor, Tom Hanks neverlets us forget that Sully was made of flesh & blood, was racked bydoubts and fears, and principally about what might have happened had henot followed his instincts and experience.Despite the fact that we know Captain Sullenberger survived the riverlanding in real life, director Clint Eastwood opens ""Sully"" with anaudacious scene. Sully's aircraft crashes into Manhattan, and fireballexplosions galore erupt with horrific consequences. Sully (Tom Hanks of""Forrest Gump"") awakens from this nightmare in a Big Apple motel.Throughout the rest of the film, he ponders what else that he couldhave done, and later has another nightmare wherein Katie Couric callshim a ""fraud"" on network television. As Eastwood's account of theincident shows, trouble struck US Airways Flight 1549 on its New Yorkto Charlotte, North Carolina flight, about three minutes after theaircraft had lifted off from La Guardia. A flock of Canadian geesecrossed the flight path of the Airbus A320 as it was ascending to 3000feet, collided with its two powerful GE turbofan engines, and werechurned in an aviary slush. If you read Sullenberger's autobiography""Miracle on the Hudson,"" he describes the birds as ""slurry"" after theengines ground them up, and the smell of charred fowls filtered intothe cabin. The aircraft lost both engines and neither could be broughtback into service. The veteran pilot ""eyeballed"" his options anddecided to ditch in the drink. ""Brace for impact,"" Sully warned hiscrew and passengers about a minute and a half before he glided the70-ton jet into Hudson. Miraculously, the plane neither blew up norsank. Sully, his First Office Jake Skiles (Aaron Eckhart of ""The DarkKnight""), and their three flight attendants evacuated the aircraftbefore water rose above the seats in the single-aisle cabin. Firstresponders and scuba cops appeared on the scene, and everybody wasbundled in jackets and carried to either side of the Hudson. One mildsubplot involves a family of three grown-ups who are separated duringthe multi-vessel rescue operation. Ironically enough, these three hadscrambled to get aboard Flight 1549 before it took off. Meanwhile,Sully was desperate to know if all passengers had been accounted for.Eventually, after a hospital check-up later during the day, he receivedconfirmation that everybody had been located. ""Perfect Stranger""scenarist Todd Komarnicki's screenplay divides the incident into threestories: Sully and his encounters with an adversial NationalTransportation Safety Board (NTSB), several telephone conversationswith his anxious wife Lorraine (Laura Linney of ""Mr. Holmes""), and theactual incident in the Hudson itself. One amusing episode has arestless Sully jog from his motel to a Manhattan bar for a drink. Pete,the bartender (Michael Rapaport of ""True Romance""), brags about theirnew alcoholic concoction named the Sully. According to Pete, thelibation consists of Grey Goose vodka and a splash of water. Meantime,each time that Sully and Jeff deal with the NTSB, the board iscontentiously brusque, and Sully worries about his career, largelybecause he wants to see the flight simulations of the incident.Basically, the NTSB emerges as the villains until fade-out.Suffice to say, ""Sully"" is about as succinct as a mainstream Hollywoodfilm can be. Eastwood has delivered one of the more focused films ofhis 45-year career clocking in at 96 trim minutes. Despite its austerebrevity, you will never feel like you have been slighted. You get toexperience the forced water landing at least twice along with someother exciting aerial shenanigans. Aside from another show-stopper of aperformance by Hanks, Eastwood has surrounded him with a first-classcast, right down to minor roles. Jamey Sheridan, Mike O'Malley, andAnna Gunn comprise the NTSB panel, and they make classic villains.Recently, the actual NTSB has complained that they weren't anywhere asdastardly has Eastwood and company have portrayed them. Nevertheless,good, solid, dramatic films require the presence of a villain, and theyfit the bill adequately because our hero has to answer to them. Thewater landing looks about as real as you might imagine it, and Eastwoodshows it from the perspective of several observers who happened to spotthe plane as it went down. However, don't go to ""Sully"" searching formelodramatic heroics like the John Wayne classic ""The High and theMighty"" (1954) because you will walk out definitely disappointed.""Sully"" celebrates not only an American, but it also celebratesAmerican character in general, and Eastwood's epic may rank as the bestfeel-good picture to illuminate screens in a long time."""
7,"""The movie was great with great star cast as we know its tom hanks nointroductions there and we know what a great director Clint Eastwoodis,but if you want the real experience of what exactly has happened onthat day i would say watch the documentary,i have seen many air crashinvestigations but this documentary stands out,its more real andintense and they have shown all that in 45 minutes..the way the pilotsof that aircraft narrated the whole incident step by step was reallyintense..we could see through their eyes what they would have gonethrough on that day and what precautions they had to take in such shorttime was amazing.."""
7,"""Basically, I'm skeptical of such films. Filming of actual events, likeSully is about. The film is about Chesley Sullenberger, the pilot whomanaged to land a plane in the Hudson River. But I gave it a shot. Thisis a low-key film, and the events are not made in chronological order.But this actually makes the film work better than expected. ClintEastwood uses good actors like Tom Hanks, to tell the story fromdifferent angles. Tom Hanks manages to give Hero Sully depth andinsight on several levels. Including how it is to suddenly come intofocus for the whole world. I thought the film was a little unexcitingthe first half hour, but Eastwood manages to tell this storythoroughly. And the film picked up and I was engaged by it. Do notexpect great action scenes, the film the film is actually a good dramaabout a man and his great accomplishment."""
8,"""Once more Clint Eastwood turns his lens on a unique American whoseactions put him in a category of one. Like American Sniper'sprotagonist Chris Kyle, Sully's Chesley Sullenberger has steely nervesthat enable him to make accurate decisions. This time the accoladeswon't be tied to controversy...or will they? In the early going we see the aftermath that ensued for Sullenberger asEastwood chooses to segue ahead of the ""miracle"" forced landing. TomHanks, as Captain Sullenberger, ably portrays a man who believes inhimself even as he is suffering from the trauma of an unbelievablyrisky nigh perfect water landing. The fact that he saved all 155 soulsaboard may be the only thing that really matters to a man likeSullenberger, but he's a family man with a career to also protect.Still, Sully knows that even as he saved lives his own professional onewill shortly be on the line. Honestly I did not realize how there wereforces playing that would have liked to vilify such a, seemingly great,life saving captain. I get it now, as Eastwood has woven this otherdarker plot immediately into the otherwise upbeat story. By introducingthis the way Eastwood has I realize that this is just as big as theactual landing. It's pretty clear that many factions stand to gainsomething by hanging fault on Sullenberger. Really? What's wrong withpeople. Here were have a horrendous disaster averted and someone isworrying about if the plane could have been saved along with thepassengers? I guess that's life in the litigation lane?After this excellent setup the movie segues back to the the flightitself. For many of us this is what we've wanted to experience and it'spretty good even if the sheer terror of the passengers is not aspalpable as I expected. The focus on the cockpit management is intenseand revealing. You'll see shortly why Sully's decision was the onlypossible way an actual ""human"" could have managed the situation for afavorable outcome. The writers and Eastwood did an exceptional job hereof recreating the hearing where things could have easily went against alesser man than Chesley Sullenberger. If not for him it's likely all onboard would have perished and if not for his sheer determination toprove the experts wrong he would have been hung out to dry living ashameful existence. You'll see why 38-secons a computer can'tunderstand, but a human actually must have (this is the minimum theboard allowed and its actually shy of the real decision time of almost1 and a half minutes) 's the hinge on which everything turns. This is abrilliantly revealed error in the flight simulation of the plane:multiple failures only a seasoned pilot can manage to which thecomputerized simulator can't accurately process.I think this is a great look at the only successful (i.e. everyone onboard lived) forced water landing of a wide body passenger jet. I thinkthis kind of stuff is not easy to blend the humanity and the coldanalytics together into a homogeneous whole. Clint Eastwood has managedthis and it's possible he'll get a nod for the best director AcademyAward even as these kind of stories seldom do. Tom Hanks, well, he'shis usual amazing chameleon self. He eschews all Hollywood bombast andany kind of over-acting. He plays it close and tight to a man who is avery serious type with the skills to match. He is, for an hour and ahalf, Chesley Sullenberger, not Tom Hanks. That's a high compliment andit's easy to miss as he inhabits the character without interjecting anyHank-isms. He probably won't get the nomination for best actor simplybecause he is so controlled, like an exceptionally intuitive anddisciplined man...like Captian Chesley Sullenberger.See the film and then see it again to soak in more of the gravity ofwhat actually happened. It was called ""The Miracle On The Hudson"" towhich this movie makes it clear that wasn't any news writer;shyperbole. Just an amazing man who under the worst circumstance madethe best outcome happen. I think this movie this point made well, plusit's truly uplifting."""
9,"""'SULLY': Four and a Half Stars (Out of Five)A biopic based on the story of Chesley ""Sully"" Sullenberger; the pilotsCaptain who heroically landed US Airways Flight 1549 on the HudsonRiver (in January of 2009), and saved all 155 people on board. Themovie stars Tom Hanks, as Captain Sully, and it costars Aaron Eckhart,Laura Linney, Anna Gunn, Mike O'Malley and Jamey Sheridan. It wasdirected by Clint Eastwood, marking his 35th theatrical film as adirector, and it was written by Todd Komarnicki. The script is based onthe 2009 memoir 'Highest Duty' (written by Sullenberger and JeffreyZaslow). The movie's received mostly positive reviews from critics, andit's also a hit at the Box Office. I found it to be very intense, andinvolving!On Thursday, January 15th, 2009, US Airways Flight 1549 hit a flock ofCanada geese (shortly after departing LaGuardia airport), whichdisabled both it's engines. With no airports in safe landing distance,Captain Chesley ""Sully"" Sullenberger (Hanks), and First Officer JefferySkiles (Eckhart), were forced to land the plane on the Hudson River.All 155 passengers on board (miraculously) survived the emergency waterlanding. The media and public praised the pilots as heroes; but theNational Transportation Safety Board was beginning an investigationwhich could discredit the men, and possibly destroy Sully's career. I knew nothing about the investigation into pilot negligence, by theNTSB (National Transportation Safety Board), so this movie was veryinteresting to me. I also enjoyed seeing the epic events of the'Miracle on the Hudson', recreated for the big screen (they'reintense). The film is very inspiring, and involving. I love seeing astory where the little guy takes on the establishment too; in thisinstance it was definitely self defense, but it's still incrediblymoving! Eastwood is great at directing this type of movie, and Iactually think it's one of his better films. Hanks is also spectacularin the lead. It's a well made crowd-pleaser, that's for sure.Watch our movie review show 'MOVIE TALK' at:https://www.youtube.com/watch?v=hIFMQ3xbt9g"""
